,Id,OwnerUserId,CreationDate,ClosedDate,Score,Title,Body
798215,26938310,3977935.0,2014-11-14T20:29:05Z,,11,Picasso Library - Out of Memory,"<p>I am using Picasso library latest version 2.4.0 in my app for downloading and caching images. There are roughly 25-30 images of size 300KB-400KB each. I think that this is no way something big or heavy. </p>

<p>Even though the app is running fine, I'm getting out of memory allocations in my logcat. Can anyone explain why is this happening?</p>

<p>Code for loading images in GridView adapter: </p>

<pre><code>Picasso.with(mContext).load(getUrl()).placeholder(R.drawable.placeholder)
            .into(viewholder.image);
</code></pre>

<p>Here is my Logcat output: </p>

<pre><code>I/dalvikvm-heap(11142): Grow heap (frag case) to 53.860MB for 2720016-byte allocation
I/dalvikvm-heap(11142): Forcing collection of SoftReferences for 3265936-byte allocation
E/dalvikvm-heap(11142): Out of memory on a 3265936-byte allocation.
I/dalvikvm(11142): ""Picasso-/images/posters/34.71.jpg"" prio=5 tid=18 RUNNABLE
I/dalvikvm(11142):   | group=""main"" sCount=0 dsCount=0 obj=0x4283f248 self=0x60a47830
I/dalvikvm(11142):   | sysTid=11196 nice=10 sched=0/0 cgrp=apps/bg_non_interactive I/dalvikvm(11142):   | state=R schedstat=( 2070202497 1858185620 3947 ) utm=172 stm=35 core=3
I/dalvikvm(11142):   at android.graphics.Bitmap.nativeCreate(Native Method)
I/dalvikvm(11142):   at android.graphics.Bitmap.createBitmap(Bitmap.java:726)
I/dalvikvm(11142):   at android.graphics.Bitmap.createBitmap(Bitmap.java:703)
I/dalvikvm(11142):   at android.graphics.Bitmap.createBitmap(Bitmap.java:636)
I/dalvikvm(11142):   at com.squareup.picasso.BitmapHunter.transformResult(BitmapHunter.I/dalvikvm(11142):   at com.squareup.picasso.BitmapHunter.hunt(BitmapHunter.java:168)
I/dalvikvm(11142):   at com.squareup.picasso.BitmapHunter.run(BitmapHunter.java:111)
I/dalvikvm(11142):   at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:390I/dalvikvm(11142):   at java.util.concurrent.FutureTask.run(FutureTask.java:234)
I/dalvikvm(11142):   at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.I/dalvikvm(11142):   at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.I/dalvikvm(11142):   at java.lang.Thread.run(Thread.java:841)
I/dalvikvm(11142):   at com.squareup.picasso.Utils$PicassoThread.run(Utils.java:408)
I/dalvikvm-heap(11142): Forcing collection of SoftReferences for 3265936-byte allocation
E/dalvikvm-heap(11142): Out of memory on a 3265936-byte allocation.
I/dalvikvm(11142): ""Picasso-/images/posters/34.71.jpg"" prio=5 tid=17 RUNNABLE
I/dalvikvm(11142):   | group=""main"" sCount=0 dsCount=0 obj=0x42841b88 self=0x5ec91f90
I/dalvikvm(11142):   | sysTid=11183 nice=10 sched=0/0 cgrp=apps/bg_non_interactive I/dalvikvm(11142):   | state=R schedstat=( 2050467088 1713164574 3713 ) utm=172 stm=32 core=3
I/dalvikvm(11142):   at android.graphics.Bitmap.nativeCreate(Native Method)
I/dalvikvm(11142):   at android.graphics.Bitmap.createBitmap(Bitmap.java:726)
I/dalvikvm(11142):   at android.graphics.Bitmap.createBitmap(Bitmap.java:703)
I/dalvikvm(11142):   at android.graphics.Bitmap.createBitmap(Bitmap.java:636)
I/dalvikvm(11142):   at com.squareup.picasso.BitmapHunter.transformResult(BitmapHunter.I/dalvikvm(11142):   at com.squareup.picasso.BitmapHunter.hunt(BitmapHunter.java:168)
I/dalvikvm(11142):   at com.squareup.picasso.BitmapHunter.run(BitmapHunter.java:111)
I/dalvikvm(11142):   at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:390I/dalvikvm(11142):   at java.util.concurrent.FutureTask.run(FutureTask.java:234)
I/dalvikvm(11142):   at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.I/dalvikvm(11142):   at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.I/dalvikvm(11142):   at java.lang.Thread.run(Thread.java:841)
I/dalvikvm(11142):   at com.squareup.picasso.Utils$PicassoThread.run(Utils.java:408)
</code></pre>
"
1022880,33731300,5566747.0,2015-11-16T08:46:00Z,,0,webview not POST immediately,"<p>We have a strange problem and the below is the scenario. </p>

<ol>
<li>The mobile app is a hybrid app which will open a web page from
server in webview</li>
<li>The web page contains several fields and the ""Submit"" button. </li>
<li>After the input the data, the user can ""submit"" to post the data</li>
<li>the server will process the data and redirect to the response URL </li>
</ol>

<p>Now we found that the code works good in native webview. But when migrated into Mobilefirst Platform (based on Cordova internally), click the ""submit"" button will not post the data immediately. The post happened after the ""back"" button is pressed. </p>

<p>Could someone please give some help? </p>
"
200127,7625630,526390.0,2011-10-02T09:42:30Z,,0,Automatic Formbuilder for Mongoid 2.0 ? Rails,"<p>Is there a formbuilder for Mongoid 2.0 ? 
Which generates automatically a form from a model.</p>

<p>Thanks</p>
"
817812,27552620,3037361.0,2014-12-18T17:44:33Z,,0,Some problems in IE11,"<p>The problem is that I have created a dynamic navigation...
You click on a a-tag which has a function that displays some buttons.
I have assigned the function to the a-tag with an <code>addEventListener</code>.</p>

<p>It works in all the browsers, but IE...</p>

<p>When I click the  tag, buttons are not becoming visible. And no error appears.</p>

<p>P.S.: I'm spanish btw, I'm sorry about my english :3</p>

<p>/* Javascript */</p>

<pre><code>window.onload = function() {
    var boton_menu = document.getElementById(""boton_menu"");

    /* Compatibilidad con navegadores web */
    if(boton_menu.addEventListener){
        boton_menu.addEventListener(""click"", menu_usuario, false);
    } else {
        if(boton_menu.attachEvent){
            boton_menu.attachEvent(""onclick"", menu_usuario);
        }
    }
}

/* Despliega el men̼ del usuario*/
function menu_usuario() {
    var boton_menu = document.getElementById(""boton_menu"");
    var perfil = document.getElementById(""perfil"");
    var ajustes = document.getElementById(""ajustes"");
    var desconectar = document.getElementById(""desconectar"");

    if(boton_menu.className == """"){
        boton_menu.className = ""active"";
        perfil.className = ""active"";
        ajustes.className = ""active"";
        desconectar.className = ""active"";
    } else {
        boton_menu.className = """";
        perfil.className = """";
        ajustes.className = """";
        desconectar.className = """";
    }
}
</code></pre>
"
565936,19565300,829825.0,2013-10-24T11:58:03Z,,1,Custom Tabbar application ipad hide tabbar,"<p>Hi I am developing an iPad application. I used to custom tab bar. Also tabbar buttons on left side of screen. I want to see full screen. So I tried this code for hide tabbar, but did not hide. I see gray space in screen bottom. Gary space height is IOS 7 about  49 px but IOS 6 about 20 px. What can I do.</p>

<pre><code>- (void)hideTabBar
{
    for(UIView *view in self.view.subviews)
    {
        if([view isKindOfClass:[UITabBar class]])
        {
            view.hidden = YES;
            break;
        }
    }
}
</code></pre>

<p><img src=""http://i.stack.imgur.com/ciY0C.png"" alt=""Gray space in IOS 7""></p>
"
10783,676940,81947.0,2009-03-24T11:09:23Z,,1,"XmlDocument, XmlResolver and www.w3.org","<p>One of my users had a single error while opening a file (I'm using standard xml 1.0):</p>

<pre><code>The remote name could not be resolved: 'www.w3.org'
</code></pre>

<p>I found a post here in <a href=""http://stackoverflow.com/questions/217841/net-autogenerated-web-service-client-how-do-i-avoid-requesting-schemas-from-w3o"">StackOverflow</a> that deals with this and it suggest setting the XmlResolver property to null. I've tried this, and all my documents still seem to load fine. However, the last thing I want is to break the file-reading mechanism of my app, so is it actually safe to disable the resolver?</p>
"
172918,6708920,604843.0,2011-07-15T14:51:14Z,,1,"Javascript, Chrome Extension development, XMLHttpRequest Access-Control-Allow-Origin problem","<p>Am having a slightly confusing problem with this extension (although it might just be my inexperience)
in my manifest file I have:</p>

<pre><code>""permissions"": [
    ""http://mafre.com/"",""http://eee.se/"",""http://ilaafire.net/"",""notifications"",""tabs""
</code></pre>

<p>And i am using this code to send an XML request:</p>

<pre><code>var http = false;
    http = new XMLHttpRequest();

function replace() 
{


            http.open(""GET"", ""http://www.mafre.com/proj/test.php""+getquerystring(), true);
            http.onreadystatechange=function() 
            {

            if(http.readyState &lt; 4) {show_wait_gif();}
                else if(http.readyState == 4) 
                {
                    updatepage( http.responseText);

                }
            }
          http.send(null);
 }
</code></pre>

<p>which my script on the other end is getting the data... but when I need to get the response Chrome is throwing this error:</p>

<pre><code>XMLHttpRequest cannot load http://www.mafre.com/proj/test.php?w=rn@ee.se. Origin 
chrome-extension://kjggpdimdloblnddfbnodggchjpalihb is not allowed by Access-Control-Allow-Origin.
</code></pre>

<p>Why is that? I have already given it permission to interact with the domain so why cannot I get the response even though it is sending the query?</p>

<p>The response that I should get back into my page is something like ""email accepted, thanks!1""</p>

<p>Thanks!</p>
"
564680,19525370,2051060.0,2013-10-22T18:17:04Z,,1,AS3: calling functions in sequence without creating a huge call stack,"<p>Let's say I have a series of animations that I want to execute in sequence. If I do it like this, am I creating a huge call stack that eats up more memory than necessary?</p>

<pre><code>function ch1():void {
    var someVar:uint;
    function doThis();
    ...
    ...
    ch2();
}
function ch2():void {
    var someOtherVar:String;
    function doThat();
    ...
    ...
    ch3();
}
function ch3():void {
    var evenMoreVar:Number;
    function doMore();
    ...
    ...
    ch4();
}
</code></pre>

<p>Would it be better to call the next function by doing something like this to avoid a huge call stack?</p>

<pre><code>function ch1():void {
    addEventListener(""ch1_end"",ch2);
    var someVar:uint;
    function doThis();
    ...
    ...
    dispatchEvent(new Event(""ch1_end""));
}
</code></pre>
"
169007,6576260,525445.0,2011-07-04T21:35:50Z,,4,PHP - bind_result to array,"<p>I'm using a prepared statement for a query that returns multiple results, which I'd want to have in an array. But bind_result won't work with arrays, so this is how I do it:</p>

<pre><code>$read_items = $db-&gt;stmt_init();
$read_items-&gt;prepare(""SELECT item_id, item_name FROM items"");
$read_items-&gt;execute();
$read_items-&gt;bind_result($var1, $var2);
while ($read_items-&gt;fetch()) {
  $item_id[] = $var1; 
  $item_name[] = $var2;
}
</code></pre>

<p>Is there clearer/better/more elegant way to put results into $item_id and $item_name arrays?</p>

<p>As it's visible from above, I'm using $var1 and $var2 like ""intermediates"" - and constantly have feeling there must be a better way.</p>

<p>Thanks.</p>
"
65690,2960720,48310.0,2010-06-02T18:59:46Z,,1,2d Game graphics/sprites - landscape vs portrait - 2 sets?,"<p>I am working on a simple iPad game and wondering whether I should be using different graphics for portrait vs landscape or just doing some kind of transform between them?</p>

<p>Thanks for any tips/advice
Chris</p>
"
